ID,DIR,LENGTH,ID1,DIR1,LENGTH1,OSMID,REDEMODOSI,NAME,TYPE,CONDITION,HAZMAT,NUMLANES,WIDTH,ID_ZONA,ZONA_VIA,geometry,route_id,route_type,origin_coords,destination_coords,waypoints_generated,api_status,total_distance_km,total_duration_min,total_duration_hours,number_of_legs,overview_polyline,api_error,leg_1_distance_km,leg_1_duration_min,leg_1_start_addr,leg_1_end_addr,leg_2_distance_km,leg_2_duration_min,leg_2_start_addr,leg_2_end_addr,leg_3_distance_km,leg_3_duration_min,leg_3_start_addr,leg_3_end_addr,leg_4_distance_km,leg_4_duration_min,leg_4_start_addr,leg_4_end_addr,variação
1627,0,0.587212,37936,1,0.06,950198746,0,Avenida Governador Roberto Sil,motorway_link,,,1,18.0,638,638_Avenida Governador Roberto Sil,"LINESTRING (-43.112995 -22.878367, -43.112785 -22.878287, -43.112603 -22.8782, -43.11234 -22.878078, -43.112123 -22.877961, -43.111732 -22.877744, -43.111482 -22.877589, -43.111238 -22.877416, -43.11114 -22.877309, -43.110983 -22.877134, -43.110875 -22.876984, -43.110774 -22.876782, -43.110703 -22.876597, -43.110621 -22.876394, -43.110548 -22.876179, -43.110506 -22.876057, -43.110345 -22.875479, -43.110468 -22.876213, -43.110511 -22.876453, -43.110548 -22.876742)",route_393,LineString,"-22.878367,-43.112995","-22.876742,-43.110548",3,SUCCESS,18.2,26.57,0.44,4,zlsjCbocfGEvAQ\QPeAd@mBx@k@b@m@To@Ls@^[HeCWuAbAgAbAm@^}APw@Aa@QoAg@I@M?hB`GHw@TqCv@@|AQl@_@fAcAtAcAdCVZIr@_@n@Ml@Uj@c@lBy@dAe@PQP]j@uBNY\WVKnACfACl@DDELODWG[WO[D_@\c@R_ALq@I[Q]e@Eg@CeCGSMEO?iCNWNKDJPpAbCh@nAt@nBEvAQ\QPeAd@mBx@k@b@m@To@Ls@^[HeCWuAbAgAbAm@^}APw@Aa@QoAg@I@M?hB`GHw@TqCv@@|AQl@_@fAcAtAcAdCVZIr@_@n@Ml@Uj@c@lBy@dAe@PQP]j@uBNY\WVKnACfAC`AJbAZ`BbA~C`DdAbAx@jA`@|@Nl@Rx@l@^ZZNBZ@XOH_@K[KOCE?O_@Ge@GKA[Og@m@k@qBe@sBa@yA{@mBgAaBsBmByAaAqAo@k@Q_Ci@mCYwFYcFe@mESaAC_EOsDCgQhAcFXaA@s@GuAe@kA_AiDqEqC_CcCoAwBw@yB_@cFUeEc@qD{@{Ao@aC{Ag@a@e@{@Ym@?UDa@V[VI\@^XZj@hAtIL`@T\ZRd@JlAIpAWRCz@FREn@HlAHlDNlBTxBl@|CxAbAn@j@f@zA`BbBdCf@j@b@^t@b@`AVj@HvBAbPeAjEWzBCfAFpHVhDTnALVRf@PtAn@j@`@l@t@pAbChArCTz@Az@]r@y@`@}Al@aAn@i@Xo@LwAn@g@AiBSIFe@ZwAnAg@d@}@TsAJi@GmBu@K@E?hB`GLyAPoB^BrAK|@UfAgA|AiAHGhBRZBd@O|@a@n@Mh@Y`Ao@`C_Ab@a@bA_DV[XGbAGh@C~ABd@JvB`AzAtAtCvCn@t@d@v@Z~@\rAhAz@\DTALGL]G_@MOEY_BWk@g@a@cAsA{Fi@sAeAkBaBgByB}AaCkAS?mA_@oASoAMqCKcL_A_EMyHUqCFyCTiHd@uF\mADo@Cy@Ki@SgAu@oCqDsAyAcA{@{BsAsCiA{Bc@{AMwBI}AIqBUcB]uA]iAc@_CoAw@o@SOO_@i@y@E[Be@P[XOZ?^PVf@Ph@Hp@r@tF^dAVT^Pj@Bb@EbAUh@In@Bh@ApALlDRrBLrBd@nAd@|Ar@~@f@v@n@~A`BfBhCd@l@lA`At@Xl@Nv@Fv@ApHc@rF]`EWvBIhBDbGRjDNlBRfBPTB,,2.4,5.73,"Ponte Rio - Ilha da Conceição, Niterói - RJ, Brasil","Ponte Rio - Ilha da Conceição, Niterói - RJ, Brasil",7.82,10.27,"Ponte Rio - Ilha da Conceição, Niterói - RJ, Brasil","Av. Gov. Roberto Silveira, 43 - Ilha da Conceição, Niterói - RJ, 24110-206, Brasil",7.95,10.53,"Av. Gov. Roberto Silveira, 43 - Ilha da Conceição, Niterói - RJ, 24110-206, Brasil","Rodovia Governador Mário Covas Próximo Ao 16 - Ilha da Conceição, Niterói - RJ, 24110-205, Brasil",0.03,0.03,"Rodovia Governador Mário Covas Próximo Ao 16 - Ilha da Conceição, Niterói - RJ, 24110-205, Brasil","Avenida Governador Roberto Silveira, Santana, Niterói - Santana, Niterói - RJ, 24110-205, Brasil",0.032264395604395604
1629,0,0.272439,37936,1,0.06,950198746,0,Avenida Governador Roberto Sil,motorway_link,,,1,18.0,638,638_Avenida Governador Roberto Sil,"LINESTRING (-43.110807 -22.87938, -43.110887 -22.8795, -43.110952 -22.87962, -43.110971 -22.879657, -43.110993 -22.879699, -43.111123 -22.879917, -43.111328 -22.880193, -43.111387 -22.880262, -43.111479 -22.88037, -43.11165 -22.880544, -43.111862 -22.880706, -43.11206 -22.880806, -43.112236 -22.880862, -43.112365 -22.880884, -43.112532 -22.880896, -43.112682 -22.880886)",route_395,LineString,"-22.879380,-43.110807","-22.880886,-43.112682",3,SUCCESS,60.89,62.47,1.04,4,bssjCpacfGsCi@wAS_B[]WGw@^q@h@Gf@XR^NbDF`EJtALRd@`@v@LvCG`AJbAZ`BbAj@h@tCvC|AnBp@jBRx@l@^j@^j@CNU?a@OWGK?O_@Ge@GWGi@c@[o@i@}BsAyEgAsBgAmAmCuBmBcAsEeAkBUi@QiAUU]C_@Ro@n@Sf@RV`@HJHzCD`CD`CN\`@d@v@PnBC~ABd@JvB`Az@t@|C~CfAlA`AvB\rAhAz@XRb@Np@FVCHA?PI|@K\QVm@e@kAkBuAwGoBkIqDsPWqDU{DQ}CGeCtKaA^GOwAWcC]kDaBiOiDI_AA_@LEdCApBGdDQ~NHhDN~CVzEClCs@`Em@zBy@hC}BnFmBbDiArAkBrBgAdBaAdCiBdEmFhJqAzCsAdEa@~Au@vDu@pHoAhZsAh\sEhhA_Sf}EaDtu@eBbe@BnFF~Bv@jHbAhFrBpGnDjH~AdCtBhCjLxK~IdIjMjLz\~ZjLrK~EbEHTt@j@~BjApCl@pANrDDvC[z@UtCmApHqCxHqCbEuBzHqCz@i@lAyA`BwCCi@QUc@EcAb@uDxAeDlAaNbFq@Gs@HgLdEeFtBgCjAgCt@iAD}@I_Cm@uAe@{AuAcKeJsa@i_@_TsRsMqLiDwD_DoE}BsE{ByGmAoFq@aGUeECcEBwDd@kLjAgXrE}hAxBcj@|Aa^dFcpAtGi~AdCkl@xAm^VgDpAgIbBkGpAyC`EoHbFcIvFiJnAmA~Bq@t@U~@e@p@{@XcABoA[aBm@}@yBaBsAu@eDq@wASu@Q{@US_@?c@^q@h@Gf@XR^NbDF`EJtALRd@`@v@LvCGr@?LOBg@OSYGa@ToAj@aA@e@Mk@aA?wAFi@NMn@Bh@z@VfAHzAGlAa@bCiAxCeBtB}BzCaChGwGjLeCnGwBhJu@pHW`F{@nTsBvf@eEtcAuFtsAmBbf@aJnyBwAv\oAd\CnCFtGlArKjBvHpBfFvEfItBhCnDnDnHxGfInHtUfTtYxWjFbF~EbE^h@xA|@bDdAfD`@vAB~BKhBYlC}@|BiAlIyCbC}@nD}AjFwB`E_B|@s@rBaDb@w@?]K[m@KwElBkFnBoKzDm@TSCm@CaATeLfEqEjBaEhBqBXeCSkDiAcVmT_r@mn@gLqKeDcEsCwEiA}B{ByGmAoFq@aG[aJD_FnDk|@tCor@tCiq@|Awa@|EklAdA{VrCmq@f@qLDiCn@_NZ_G|@{TzAi]l@qFfAkFnAoE|BgFtEuH`FiIfDgFh@cAr@i@bA[~@WtAe@x@q@`@}@N}@,,1.98,2.67,"Avenida Felíciano Sodré Próximo Ao 621-819 - Ilha da Conceição, Niterói - RJ, 24110-205, Brasil","Rod. Gov. Mário Covas, 2880 - Ilha da Conceição, Niterói - RJ, 24060, Brasil",4.38,8.47,"Rod. Gov. Mário Covas, 2880 - Ilha da Conceição, Niterói - RJ, 24060, Brasil","Avenida Felíciano Sodré Próximo Ao 621 - Ilha da Conceição, Niterói - RJ, 24060, Brasil",26.6,24.55,"Avenida Felíciano Sodré Próximo Ao 621 - Ilha da Conceição, Niterói - RJ, 24060, Brasil","Av. Felíciano Sodré, 709 - Centro, Niterói - RJ, 24060, Brasil",27.93,26.78,"Av. Felíciano Sodré, 709 - Centro, Niterói - RJ, 24060, Brasil","Av. Felíciano Sodré, 709 - Centro, Niterói - RJ, 24060, Brasil",0.004474281491213664
1631,0,0.282463,37936,1,0.06,950198746,0,Avenida Governador Roberto Sil,motorway_link,,,1,18.0,638,638_Avenida Governador Roberto Sil,"LINESTRING (-43.110981 -22.879238, -43.110888 -22.879083, -43.110829 -22.878958, -43.110777 -22.878806, -43.110722 -22.878596, -43.110694 -22.878389, -43.110688 -22.878328, -43.110681 -22.878257, -43.110675 -22.878195, -43.110666 -22.878058, -43.110645 -22.877732, -43.110548 -22.876742)",route_397,LineString,"-22.879238,-43.110981","-22.876742,-43.110548",3,SUCCESS,25.36,24.67,0.41,4,frsjCrbcfGbAt@bArAzCtFpFlFtAlBx@rChAz@\Db@IL]G_@MOEY_BWk@g@a@cAsA{Fi@sAeAkBaBgByB}AaCkAaB_@_Da@qCKcL_A_EMyHUqCFyCTiHd@uF\}B@cB_@gAu@oCqDwCuC{BsAsCiA{Bc@sEWoE_@yD{@iAc@_CoAw@o@c@o@i@y@E[Be@P[XOZ?^PVf@Ph@Hp@r@tF^dAv@f@j@Bb@EbAUh@In@Bh@ApALlDRrBLrBd@lDxAvBvA~A`BfBhCd@l@lA`AbBh@nBDdPaA`EWvBIhBDbGRxGb@zBTxALr@?xEJlBd@x@b@jAhAjDfGPZz@t@|C~CfAlA`AvB\rAhAz@r@BTQDa@Yg@ASw@Ma@G[Sg@q@uA_Ga@kAeAwBeAwAiCwByAy@}Ag@}Cs@mBOsBIiHk@gG]}GUmACqCFeEXaQdAiBOmAk@eAaA{AwBeBoBmCqBoCmAqBm@iBWwBIeEYoBY{Aa@mA[aBu@{B}AmAiBEs@J[XYVE\F\^Z|@l@`FZfBj@x@^Pj@BbAO|AU^Bh@AbDX~CLhBVhCz@|CzAfB|AdBxB`AtAt@x@bB|@dBV`DKdIg@nLq@xOh@bIv@lDBvBLhBh@nA|@bArAbAlBvAfCzAtAtCvCtAlBx@rChAz@\Db@IL]G_@MOEYkAQSEk@g@a@cAo@uCc@eBi@sAeAkBaBgByB}AaCkAaB_@_Da@qCKcL_AgK]qBEqCFyCTiHd@uF\}B@cB_@gAu@gBaCg@o@wCuC{BsAsCiA{Bc@{AMuESuEs@_DaA_CoAw@o@c@o@i@y@E[Be@P[XOZ?^PVf@Ph@Hp@r@tF^dAv@f@j@Bb@EbAUh@In@Bh@ApALlDRrBLrBd@lDxAvBvA~A`BlCvDlA`AbBh@nBDpHc@tLu@vBIhBDbGRxGb@zBTxALr@?vDHxB\nAl@jAhA|@zAlBjDPZz@t@|C~CfAlA`AvB\rAhAz@r@BTQDa@O[IKASw@Ma@G[Sg@q@i@{Bk@cCa@kAeAwBeAwAiCwByAy@}Ag@}Cs@mBOsBIiHk@gG]mAEoEOmACqCFeEXkJn@uETiBOmAk@eAaA{AwBeBoBmCqBoCmAqBm@iBWkEQaFk@iD}@aBu@{B}AmAiBEs@J[XYVE\F\^Z|@hAhIj@x@^Pj@BbAOfASTA^Bh@AbDX~CLhBVhCz@|CzAfB|AdBxB`AtAt@x@bB|@dBV`DKjN}@hG[|ENzHXpD\x@J,,6.39,6.22,"Avenida Felíciano Sodré Próximo Ao 621-819 - Ilha da Conceição, Niterói - RJ, 24110-205, Brasil","Rodovia Governador Mário Covas Próximo Ao 2880 - Ilha da Conceição, Niterói - RJ, 24110-205, Brasil",6.33,6.15,"Rodovia Governador Mário Covas Próximo Ao 2880 - Ilha da Conceição, Niterói - RJ, 24110-205, Brasil","Rod. Gov. Mário Covas, 2880 - Ilha da Conceição, Niterói - RJ, 24060, Brasil",6.34,6.17,"Rod. Gov. Mário Covas, 2880 - Ilha da Conceição, Niterói - RJ, 24060, Brasil","Estrada Br 101, Ilha da Conceição, Niterói - Ilha da Conceição, Niterói - RJ, Brasil",6.3,6.13,"Estrada Br 101, Ilha da Conceição, Niterói - Ilha da Conceição, Niterói - RJ, Brasil","Avenida Governador Roberto Silveira, Santana, Niterói - Santana, Niterói - RJ, 24110-205, Brasil",0.011138130914826499
1632,0,0.186449,37936,1,0.06,950198746,0,Avenida Governador Roberto Sil,motorway_link,,,1,18.0,638,638_Avenida Governador Roberto Sil,"LINESTRING (-43.110909 -22.878386, -43.11089 -22.878341, -43.110867 -22.878286, -43.110858 -22.878265, -43.110832 -22.878199, -43.110712 -22.877625, -43.110676 -22.877325, -43.110637 -22.877061, -43.110601 -22.876881, -43.110548 -22.876742)",route_398,LineString,"-22.878386,-43.110909","-22.876742,-43.110548",3,SUCCESS,43.56,46.0,0.77,4,zlsjCdbcfGdAn@p@x@`@`APrAAjAQrBq@bCk@tAo@v@kBrBgAdBaAdCiBdEmFhJqAzCsAdEa@~Au@vDu@pHoAhZsAh\sAh\aHvbB_Sd|EeBbe@BnFF~Bv@jHbAhFrBpGnDjHtEnGjLxK~IdIjMjLz\~ZjLrK~EbEHTt@j@~BjApCl@pANrDDvC[z@UtCmApHqCxHqCbEuBzHqCz@i@lAyA`BwCCi@QUc@EcAb@uDxAeDlAaNbFq@Gs@HgLdEeFtBgCjAgCt@gCC_Cm@uAe@{AuAcKeJsa@i_@sb@e`@iDwD_DoE}BsE{ByGmAoFq@aGUeECcEh@cRjAgXrE}hAxBcj@|Aa^pBwf@zD{`AlLsrCVgDpAgIbBkGpAyC`EoHbFcIvFiJnAmA~Bq@tB{@p@{@XcA?gBc@{Aw@aAiCcBiBu@_Da@e@OcAQm@UOc@@e@f@k@f@?d@^R\LfFFvD\r@f@XhBFhC?Va@Cc@SOWAc@Za@T{@Pu@Eg@Og@_@Oo@IaFMwENuA[CIXZdJFvD\r@f@XhBFhC?Va@Cc@SOWAc@Za@T{@Pu@E_@O]e@I_@IcDUIc@BDs@Er@_BD[LWLr@lAbBxDd@lA?f@En@Q\k@`@yCnAyAx@cBl@e@H{BWg@\gAz@{AlAuCNqBy@W@hB`GHw@TqCtCOzAmAfA{@f@]zBVd@IbBm@xAy@xCoAj@a@j@}Aj@yAj@YvCGdCf@`BbAj@h@tCvC|AnBp@jBRx@l@^j@^j@CNU?a@OWGK?O_@Ge@GWGi@c@[o@i@}BsAyEgAsBgAmAmCuBmBcAmFkAyCOmKy@qJ_@{CKiGNePfAsDLeBYgAm@cAgAuAoB{BaCsCiBqCmAgBa@iBSoESsEk@iD_AmBcAqBwA_AiB@i@h@q@t@F\f@XlAt@zFVbAp@p@nAHxBa@b@AjBJhH^jB^`DhAlC|A~A|A|CfEx@t@vBz@rAJxFY`Ls@~GWfGVzG\rCXlBPlDBnD^dAb@hA`AbA|A`BxCfAxAdFdFzAhCNl@Rx@l@^j@^Z@XOH_@K[KOCE?O_@Ge@GKA[Og@m@k@qBgAmE{@mBgAaBsBmByAaA}BaA_Ci@mCYwFYcFe@mESaACsJSgQhAcFXuBEuAe@kA_AiDqEqC_CcCoAwBw@yB_@cFUeEc@qD{@{Ao@aC{Ag@a@e@{@YcADa@V[t@G^XZj@hAtIb@~@`A^~Ca@nABpCLlDNlBTxBl@|CxAnBvAzA`BbBdCf@j@xAbAlB`@vBAbPeAjEWbEBpHVxFb@xAN,,28.02,26.77,"Rod. Gov. Mário Covas, 2880 - Ilha da Conceição, Niterói - RJ, 24060, Brasil","Rod. Gov. Mário Covas, 2880 - Ilha da Conceição, Niterói - RJ, 24060, Brasil",1.07,2.28,"Rod. Gov. Mário Covas, 2880 - Ilha da Conceição, Niterói - RJ, 24060, Brasil","Rodovia Governador Mário Covas Próximo Ao 819 - Santana, Niterói - RJ, 24110-205, Brasil",8.07,10.73,"Rodovia Governador Mário Covas Próximo Ao 819 - Santana, Niterói - RJ, 24110-205, Brasil","Avenida Governador Roberto Silveira, Santana, Niterói - Santana, Niterói - RJ, 24110-205, Brasil",6.39,6.22,"Avenida Governador Roberto Silveira, Santana, Niterói - Santana, Niterói - RJ, 24110-205, Brasil","Avenida Governador Roberto Silveira, Santana, Niterói - Santana, Niterói - RJ, 24110-205, Brasil",0.004280280073461891
1634,0,0.217471,37936,1,0.06,950198746,0,Avenida Governador Roberto Sil,motorway_link,,,1,18.0,638,638_Avenida Governador Roberto Sil,"LINESTRING (-43.109689 -22.880797, -43.10987 -22.880708, -43.110018 -22.880657, -43.110244 -22.880585, -43.110388 -22.880536, -43.110474 -22.880506, -43.11063 -22.880454, -43.110657 -22.880426, -43.110677 -22.880386, -43.110681 -22.880339, -43.110645 -22.879976, -43.110596 -22.879446)",route_400,LineString,"-22.880797,-43.109689","-22.879446,-43.110596",3,SUCCESS,28.8,28.63,0.48,4,z{sjCpzbfGQtAe@`Cg@jBs@~By@xBwBnEs@hA[d@u@~@yA`B[Xq@bAm@hAoAnDm@rAkElHcBlDqAhDOh@m@|Bg@xBYzAa@hD]tE_@pJwAh][dIs@hOQ~Es@pRyAx]kBjd@oBhe@}@vSu@hRcAjWaBd`@sAx[mErfAYrG]fKu@|PEdBAhB@nBFfDDl@b@bEVhB^rBn@lClApDj@xAzA~C~AnCx@nAbApA|BbC|IhIv@t@tT`SrJ~IdB~AnMrLz@p@`DvCzEnEjE`EvAdADNLNNJbBbAv@\r@R`ARfAN`BJrA@fAEr@In@Ix@SfA]r@WTOpAm@hDoAt@WpG_CvB{@t@a@fAi@JIbBk@|@]~B{@nAo@p@q@nBgDR]?QAOCMIMMC[CQH{Al@sBx@_Bj@{B|@iA^qFnBsBz@SFIASA[CS@{@TiDnAyFvBaE`BMHIJsAh@kBr@k@Lg@Fc@@{@EkASo@Se@ScA[s@q@gB}AwDgD{YcXkHuG{PwOkHsGyGgGkBeB}@eAiBwBmAgBkAiBs@uAo@uAaAiCy@oCm@_Cy@wEc@kFM}EAeA@uABuBN}Cb@kLl@qNXiG`Bkb@zAo]`Cgm@JoBRkDRaG\cHF{BXuGH_Dl@mNHmBDgAt@aQf@qMj@mN|@gTxAe_@v@yQ^gIHsD\}FBcAD_Bz@mQx@qRx@sSj@mMJoA^gDd@qCh@_Cn@_Cv@{Bx@iBj@oAx@uAlCmEx@uArAyBbDiFhBoCRi@f@i@\S^OtAWHKTEr@U\QZYZ]Z}@Ho@?u@Is@Qm@OW]e@u@q@cAo@w@a@IKQGcBa@aAOkAIKIKGi@Ii@IQKKKGS?c@FYVWRETANFVPR^DFDlABlAF`EB`AFRLRd@`@TF`@DvCGl@DDELODWAOEKIGYGODQN[Vs@Ra@B_@Ae@MYKQOSi@IoCCaBMwENuAlEdCVLXFXB^ArBg@NDFJFFS`AQt@EFGDQB{CKOA,,0.02,0.02,"R. Benjamin Constant, 116 - Largo do Barradas, Niterói - RJ, 24110-002, Brasil","R. Benjamin Constant, 115 - Ilha da Conceição, Niterói - RJ, 24110-002, Brasil",28.65,28.33,"R. Benjamin Constant, 115 - Ilha da Conceição, Niterói - RJ, 24110-002, Brasil","Alameda São Boaventura, 138 - Santana, Niterói - RJ, 24120-196, Brasil",0.07,0.15,"Alameda São Boaventura, 138 - Santana, Niterói - RJ, 24120-196, Brasil","Alameda São Boaventura, 152 - Fonseca, Niterói - RJ, 24120-196, Brasil",0.06,0.13,"Alameda São Boaventura, 152 - Fonseca, Niterói - RJ, 24120-196, Brasil","Av. do Contôrno, 52 - Barreto, Niterói - RJ, 24110-205, Brasil",0.007551076388888888
267,0,0.018594,392772,-1,0.02,994085053,0,Rua Benjamin Constant,secondary,,,2,2.0,622,622_Rua Benjamin Constant,"LINESTRING (-43.104717 -22.871972, -43.104848 -22.872088)",route_401,LineString,"-22.871972,-43.104717","-22.872088,-43.104848",0,SUCCESS,0.54,1.57,0.03,1,vdrjCl{afG_BeAwCsC]McBzDAFjGr@hCH,,0.54,1.57,"R. Benjamin Constant, 541 - Santana, Niterói - RJ, 24110-013, Brasil","R. Benjamin Constant, 541 - Santana, Niterói - RJ, 24110-013, Brasil",,,,,,,,,,,,,0.03443333333333333
270,0,0.407722,384368,-1,0.11,183036854,0,Avenida Almirante Ary Parreira,tertiary,,,1,6.0,629,629_Avenida Almirante Ary Parreira,"LINESTRING (-43.092442 -22.905064, -43.092649 -22.905036, -43.093467 -22.90493, -43.094032 -22.90487, -43.094454 -22.904821, -43.094866 -22.904781, -43.095222 -22.904746, -43.096389 -22.904639)",route_407,LineString,"-22.905064,-43.092442","-22.904639,-43.096389",3,SUCCESS,2.56,9.77,0.16,4,rsxjCtn_fGO@Eb@[nDlCC]vGoBEXkGVwEwBDeAxCe@vAS~@aAbFm@|CzFvAXD@I\iHXkGrBEv@@x@@[`GQfDQxCiA?}AAw@?@IT_FFiAnBD]lHqB?,,0.63,2.72,"Av. Alm. Ary Parreiras, 766 - Icaraí, Niterói - RJ, 24230-323, Brasil","Av. Alm. Ary Parreiras, 752 - Vital Brasil, Niterói - RJ, 24230-323, Brasil",0.88,2.85,"Av. Alm. Ary Parreiras, 752 - Vital Brasil, Niterói - RJ, 24230-323, Brasil","Avenida Almirante Ary Parreiras 749, Vital Brasil, Niterói - Vital Brasil, Niterói - RJ, 24241-002, Brasil",0.72,2.45,"Avenida Almirante Ary Parreiras 749, Vital Brasil, Niterói - Vital Brasil, Niterói - RJ, 24241-002, Brasil","Av. Alm. Ary Parreiras, 692 - Icaraí, Niterói - RJ, 24230-323, Brasil",0.32,1.75,"Av. Alm. Ary Parreiras, 692 - Icaraí, Niterói - RJ, 24230-323, Brasil","Av. Alm. Ary Parreiras, 652 - Icaraí, Niterói - RJ, 24230-323, Brasil",0.15926640625
1638,0,0.404343,384368,-1,0.11,183036854,0,Avenida Almirante Ary Parreira,tertiary,,,1,6.0,629,629_Avenida Almirante Ary Parreira,"LINESTRING (-43.096357 -22.904501, -43.095204 -22.904624, -43.094447 -22.904716, -43.093738 -22.904787, -43.093462 -22.904826, -43.092925 -22.904895, -43.092448 -22.904963)",route_408,LineString,"-22.904501,-43.096357","-22.904963,-43.092448",3,SUCCESS,2.74,9.7,0.16,4,bpxjCfg`fG\DNqCh@mLYACn@KtCUpCSbFXDv@?|A@hA?PyCPgDZaGy@Aw@AsBDYACn@KtCUpCSbF{FwAv@}DjAcGd@wAdAyCfBCEb@Kz@OrBX@rBEMjCOjCoBEp@cNO@,,0.51,1.67,"Av. Alm. Ary Parreiras, 649 - Icaraí, Niterói - RJ, 24230-321, Brasil","Tv. Quatrocentos, 683 - Santa Rosa, Niterói - RJ, 24230-321, Brasil",0.72,2.47,"Tv. Quatrocentos, 683 - Santa Rosa, Niterói - RJ, 24230-321, Brasil","R. Dr. Mario Vianna, 84 - Santa Rosa, Niterói - RJ, 24241-002, Brasil",0.91,2.95,"R. Dr. Mario Vianna, 84 - Santa Rosa, Niterói - RJ, 24241-002, Brasil","Av. Alm. Ary Parreiras, 274 - Icaraí, Niterói - RJ, 24230-322, Brasil",0.6,2.62,"Av. Alm. Ary Parreiras, 274 - Icaraí, Niterói - RJ, 24230-322, Brasil","Av. Alm. Ary Parreiras, 766 - Icaraí, Niterói - RJ, 24230-323, Brasil",0.14757043795620436
272,0,0.053678,425099,1,0.02,1032357953,0,Rua Lindolfo Color,secondary,,,1,10.0,691,691_Rua Lindolfo Color,"LINESTRING (-43.000042 -22.824404, -43.000201 -22.824538, -43.00029 -22.824613, -43.000397 -22.824634, -43.000475 -22.824641)",route_411,LineString,"-22.824404,-43.000042","-22.824641,-43.000475",3,SUCCESS,3.96,12.73,0.21,4,l{hjCfmmeG{@aMa@yG@SJe@VMfAe@j@@B?FDF`B?TRdCRxC\jFZlF}@B_A@s@o@{@gMa@yG@SJe@VMfAe@j@@B?FDF`B?TRdCRxC\jFZlF}@B_A@s@o@{@gM^TTRd@lITnCDnAF?lABdB@bEJlCF`Cn@hBp@xAt@HFDL?LEJMDE@_@SaBu@k@WFQH[@CPWJGZD^Jp@XPLMVuBy@a@QyAe@iCk@kAQiAM{AGmAEoA@}@B,,1.04,3.95,"51 - R. Joaquim Laranjeiras, 27 - Raul Veiga, São Gonçalo - RJ, 24710-550, Brasil","R. Lindolfo Collor, 50A - Raul Veiga, São Gonçalo - RJ, 24710-560, Brasil",1.06,4.0,"R. Lindolfo Collor, 50A - Raul Veiga, São Gonçalo - RJ, 24710-560, Brasil","R. Lindolfo Collor, 38 - Raul Veiga, São Gonçalo - RJ, 24710-560, Brasil",0.55,2.03,"R. Lindolfo Collor, 38 - Raul Veiga, São Gonçalo - RJ, 24710-560, Brasil","R. Joaquim Laranjeiras, 9 - Raul Veiga, São Gonçalo - RJ, 24710-550, Brasil",1.31,2.75,"R. Joaquim Laranjeiras, 9 - Raul Veiga, São Gonçalo - RJ, 24710-550, Brasil","R. Joaquim Laranjeiras, 9 - Raul Veiga, São Gonçalo - RJ, 24710-550, Brasil",0.013555050505050504
1640,0,0.257329,425099,1,0.02,1032357953,0,Rua Lindolfo Color,secondary,,,1,10.0,691,691_Rua Lindolfo Color,"LINESTRING (-43.000472 -22.824678, -43.000285 -22.824652, -43.000184 -22.824637, -43.000075 -22.824621, -42.999137 -22.824499, -42.998296 -22.824387, -42.997991 -22.824346)",route_412,LineString,"-22.824678,-43.000472","-22.824346,-42.997991",3,SUCCESS,3.27,10.33,0.17,4,b}hjC|omeGA_@s@o@WoDc@wG^TTRd@lIR~BF~AF?lABl@@JrALjCDzAc@A_@?_AFVxB@^TpC?D]DQ}BKiAe@kHAi@B_@Ha@D_@G_Bs@o@WoDc@wG^TTRDz@r@pKF~AF?lABl@@JrALjCDzAc@A_@?_AFVxB@^TpC?D]DQ}BKiAe@kHAi@B_@Ha@D_@G_Bs@o@WoDc@wG^TTR,,0.02,0.07,"R. Joaquim Laranjeiras, 9 - Raul Veiga, São Gonçalo - RJ, 24710-550, Brasil","R. Lindolfo Collor, 38 - Raul Veiga, São Gonçalo - RJ, 24710-560, Brasil",0.53,1.95,"R. Lindolfo Collor, 38 - Raul Veiga, São Gonçalo - RJ, 24710-560, Brasil","R. Joaquim Laranjeiras, 80-114 - Raul Veiga, São Gonçalo - RJ, 24731-071, Brasil",1.28,4.08,"R. Joaquim Laranjeiras, 80-114 - Raul Veiga, São Gonçalo - RJ, 24731-071, Brasil","R. Lindolfo Collor, 214 - Raul Veiga, São Gonçalo - RJ, 24710-560, Brasil",1.44,4.23,"R. Lindolfo Collor, 214 - Raul Veiga, São Gonçalo - RJ, 24710-560, Brasil","Praça Chico Mendes - R. Lindolfo Collor, 284 - Raul Veiga, São Gonçalo - RJ, 24710-560, Brasil",0.07869388379204892
