ID,DIR,LENGTH,ID1,DIR1,LENGTH1,OSMID,REDEMODOSI,NAME,TYPE,CONDITION,HAZMAT,NUMLANES,WIDTH,ID_ZONA,ZONA_VIA,geometry,route_id,route_type,origin_coords,destination_coords,waypoints_generated,api_status,total_distance_km,total_duration_min,total_duration_hours,number_of_legs,overview_polyline,api_error,leg_1_distance_km,leg_1_duration_min,leg_1_start_addr,leg_1_end_addr,leg_2_distance_km,leg_2_duration_min,leg_2_start_addr,leg_2_end_addr,leg_3_distance_km,leg_3_duration_min,leg_3_start_addr,leg_3_end_addr,leg_4_distance_km,leg_4_duration_min,leg_4_start_addr,leg_4_end_addr,variação
1836,0,0.038723,59041,-1,0.2,46205548,0,Via Marginal Governador MÃ¡rio,motorway_link,,,1,5.0,704,704_Via Marginal Governador MÃ¡rio,"LINESTRING (-43.090785 -22.826919, -43.090808 -22.827001, -43.09082 -22.827073, -43.090825 -22.827102, -43.090896 -22.827123, -43.090923 -22.827128, -43.09099 -22.827156)",route_917,LineString,"-22.826919,-43.090785","-22.827156,-43.090990",3,SUCCESS,7.76,14.28,0.24,4,dkijCnd_fGaDkCkAiAY[QMXaAVeAHi@HeBFu@DMRQTQz@g@^WT_@Zq@Vs@h@iAnE`AhCh@`GjAMbAOl@m@`Bu@hA{AzAqKtJq@g@_Aw@aBuAmAmAIIMIHWLe@BE\{AJkCHg@^a@lAq@^[x@eB^_ATe@pBd@z@PbARjCh@hCh@dARLBGl@Kd@Of@_@dAUb@w@jAoHxGgD|CiB~Ad@\~Bx@XHXBl@\v@b@r@\vD~A|FvBdF~A~GpA|H`AlCX|I`AtBZ|Bh@fAV~H~BxDlA|L~DbFnBhBv@~@`@FRDNA`@CRWJMBUASImBsAEIk@a@e@_@?{@P}@Po@NkABQe@S}@BI?{AYWEg@Bu@\YFeAEqMeEaEmAu@Qo@OyD{@eEi@}AMcO_BkCc@uCk@kA[mF}A_@OuEcBgEiBcB}@OWUW{AaBUU,,1.5,4.87,"BR-101, 249 - Gradim, São Gonçalo - RJ, 24474-010, Brasil","BR-101, 249 - Gradim, São Gonçalo - RJ, 24474-010, Brasil",1.48,4.85,"BR-101, 249 - Gradim, São Gonçalo - RJ, 24474-010, Brasil","R. Visc. de Itaúna, 199 - Gradim, São Gonçalo - RJ, 24431-006, Brasil",0.0,0.0,"R. Visc. de Itaúna, 199 - Gradim, São Gonçalo - RJ, 24431-006, Brasil","Br-101 - Gradim, São Gonçalo - RJ, 24431-006, Brasil",4.77,4.57,"Br-101 - Gradim, São Gonçalo - RJ, 24431-006, Brasil","R. Visc. de Itaúna, 248 - Gradim, São Gonçalo - RJ, 24431-006, Brasil",0.004990077319587629
1837,0,0.040491,59041,-1,0.2,46205548,0,Via Marginal Governador MÃ¡rio,motorway_link,,,1,5.0,704,704_Via Marginal Governador MÃ¡rio,"LINESTRING (-43.09099 -22.827156, -43.090957 -22.827079, -43.090949 -22.82705, -43.090948 -22.827021, -43.090949 -22.826959, -43.090886 -22.82696, -43.090857 -22.826955, -43.090837 -22.826948, -43.090785 -22.826919)",route_918,LineString,"-22.827156,-43.090990","-22.826919,-43.090785",3,SUCCESS,0.06,0.18,0.0,4,tlijCve_fGOOOLNMWQGE,,0.01,0.02,"R. Visc. de Itaúna, 248 - Gradim, São Gonçalo - RJ, 24431-006, Brasil","Br-101 - Gradim, São Gonçalo - RJ, 24431-006, Brasil",0.02,0.07,"Br-101 - Gradim, São Gonçalo - RJ, 24431-006, Brasil","Br-101 - Gradim, São Gonçalo - RJ, 24431-006, Brasil",0.03,0.08,"Br-101 - Gradim, São Gonçalo - RJ, 24431-006, Brasil","Br-101 - Gradim, São Gonçalo - RJ, 24431-006, Brasil",0.01,0.02,"Br-101 - Gradim, São Gonçalo - RJ, 24431-006, Brasil","BR-101, 249 - Gradim, São Gonçalo - RJ, 24474-010, Brasil",0.6748500000000001
1842,0,0.15464,384195,0,0.1,251081378,0,Estrada Celso PeÃ§anha,secondary,,,2,3.0,627,627_Estrada Celso PeÃ§anha,"LINESTRING (-43.066863 -22.906602, -43.066929 -22.906569, -43.067002 -22.906533, -43.067204 -22.906427, -43.067256 -22.906388, -43.067324 -22.906336, -43.06737 -22.906301, -43.067732 -22.906085, -43.068124 -22.905841)",route_928,LineString,"-22.906602,-43.066863","-22.905841,-43.068124",3,SUCCESS,3.07,8.6,0.14,4,h}xjC|nzeGzEcKXo@O_Bk@mIW[IIa@SiCNWVKRMnAw@vE}@rEATFZDNPNfAz@TVJZD`@@p@@TiABaDHeFLC?eAB@j@@N@LFRBNbAAf@?t@AzHD^?LW^s@~DmIf@iATg@EOc@eGKkBEk@KOGGSS[MiADm@FQ@KJORM\Ab@QfAuAvHUrA@TJ\d@^|@r@R\Hl@BhABT?d@Ad@?TEJy@xAu@pA,,1.79,5.55,"R. Rev. Armando Ferreira, 832 - Pendotiba, Niterói - RJ, 24310-400, Brasil","R. Rev. Armando Ferreira, 832 - Pendotiba, Niterói - RJ, 24310-400, Brasil",1.18,2.8,"R. Rev. Armando Ferreira, 832 - Pendotiba, Niterói - RJ, 24310-400, Brasil","Estrada Alarico de Souza, 936, Largo da Batalha, Niterói - Atalaia, Niterói - RJ, 24310-400, Brasil",0.06,0.13,"Estrada Alarico de Souza, 936, Largo da Batalha, Niterói - Atalaia, Niterói - RJ, 24310-400, Brasil","R. Padre Pedro Martinoti, 759 - Largo da Batalha, Niterói - RJ, 24310-390, Brasil",0.05,0.12,"R. Padre Pedro Martinoti, 759 - Largo da Batalha, Niterói - RJ, 24310-390, Brasil","R. São Bento, 8 - Largo da Batalha, Niterói - RJ, 24315-350, Brasil",0.050371335504886
588,0,0.027355,429552,1,0.03,852389955,0,,tertiary,,,1,3.0,696,696_852389955,"LINESTRING (-42.948866 -22.793988, -42.948833 -22.793912, -42.948814 -22.793831, -42.948808 -22.793749)",route_930,LineString,"-22.793988,-42.948866","-22.793749,-42.948808",2,SUCCESS,0.04,0.12,0.0,3,d}bjCvmceGGEAI@HICGAM?,,0.01,0.03,"Av. Pres. Franklin Roosevelt, 1641 - Bom Retiro, São Gonçalo - RJ, 24722-322, Brasil","Av. Pres. Franklin Roosevelt, 1641 - Bom Retiro, São Gonçalo - RJ, 24722-322, Brasil",0.02,0.05,"Av. Pres. Franklin Roosevelt, 1641 - Bom Retiro, São Gonçalo - RJ, 24722-322, Brasil","Av. Pres. Franklin Roosevelt, 1641 - Bom Retiro, São Gonçalo - RJ, 24722-322, Brasil",0.01,0.03,"Av. Pres. Franklin Roosevelt, 1641 - Bom Retiro, São Gonçalo - RJ, 24722-322, Brasil","Av. Pres. Roosevelt, 160 - Bom Retiro, São Gonçalo - RJ, 24722-322, Brasil",,,,,0.683875
591,0,0.006639,429547,0,0.01,852389954,0,,tertiary,,,2,3.0,696,696_852389954,"LINESTRING (-42.948983 -22.794165, -42.949017 -22.794114)",route_933,LineString,"-22.794165,-42.948983","-22.794114,-42.949017",0,SUCCESS,0.24,0.78,0.01,1,z}bjCnnceGOSWMUASBOFGDYd@Hj@PZJJJFRB^GNKLUDW@OI_@,,0.24,0.78,"Av. Pres. Franklin Roosevelt, 1445 - Bom Retiro, São Gonçalo - RJ, 24722-322, Brasil","Av. Pres. Franklin Roosevelt, 1445 - Bom Retiro, São Gonçalo - RJ, 24722-322, Brasil",,,,,,,,,,,,,0.0276625
1844,0,0.340302,400190,0,0.07,632211074,0,Rua Paulo Leroux,tertiary,,,2,6.0,703,703_Rua Paulo Leroux,"LINESTRING (-43.078769 -22.830143, -43.078474 -22.830667, -43.078184 -22.831245, -43.078174 -22.831266, -43.077908 -22.831878, -43.077727 -22.832466, -43.077671 -22.832583, -43.077669 -22.832589, -43.077519 -22.832981)",route_940,LineString,"-22.830143,-43.078769","-22.832981,-43.077519",3,SUCCESS,2.05,6.52,0.11,4,l_jjChy|eG@Bt@_@v@]jFkBxBm@t@fDh@xBhApDlA~EPp@PGh@MOu@e@aCc@mBaBkIa@cCuA^QDXnAp@tCv@pC`AdDbAfEz@Ue@_CkAsFyA_IQaAE@,,0.07,0.25,"Tv. Laura Figueiredo, 18 - Paraíso, São Gonçalo - RJ, 24431-490, Brasil","R. Paulo Leroux, 410 - Patronato, São Gonçalo - RJ, 24431-375, Brasil",0.15,0.45,"R. Paulo Leroux, 410 - Patronato, São Gonçalo - RJ, 24431-375, Brasil","R. Paulo Leroux, 204 - Paraíso, São Gonçalo - RJ, 24431-530, Brasil",0.97,3.0,"R. Paulo Leroux, 204 - Paraíso, São Gonçalo - RJ, 24431-530, Brasil","R. Jaime de Figueiredo, 2 - Paraíso, São Gonçalo - RJ, 24435-105, Brasil",0.86,2.82,"R. Jaime de Figueiredo, 2 - Paraíso, São Gonçalo - RJ, 24435-105, Brasil","R. Paulo Leroux, 2 - Paraíso, São Gonçalo - RJ, 24431-375, Brasil",0.1660009756097561
597,0,0.034377,429550,-1,0.03,852389956,0,,tertiary,,,1,3.0,696,696_852389956,"LINESTRING (-42.949213 -22.794157, -42.949321 -22.79413, -42.949421 -22.794084, -42.94951 -22.794022)",route_941,LineString,"-22.794157,-42.949213","-22.794022,-42.949510",2,SUCCESS,1.03,2.75,0.05,3,n~bjCpoceGKKAGGOSWWIU?a@NUXGL?JDRFNR`@TJR@PCLENMJWBU?O?GPPV`ARz@Ln@JrAF^r@~B^dAQHkBoFg@aBK{BAY@OCSO[WQUCU@OFGDUXGL?JDRN^JPLFPDRANCRQ,,0.24,0.77,"Av. Pres. Franklin Roosevelt, 1445 - Bom Retiro, São Gonçalo - RJ, 24722-322, Brasil","Av. Pres. Franklin Roosevelt, 1445 - Bom Retiro, São Gonçalo - RJ, 24722-322, Brasil",0.56,1.22,"Av. Pres. Franklin Roosevelt, 1445 - Bom Retiro, São Gonçalo - RJ, 24722-322, Brasil","Av. Pres. Franklin Roosevelt, 1445 - Bom Retiro, São Gonçalo - RJ, 24722-322, Brasil",0.23,0.77,"Av. Pres. Franklin Roosevelt, 1445 - Bom Retiro, São Gonçalo - RJ, 24722-322, Brasil","Av. Pres. Roosevelt, 1888 - Marambaia, São Gonçalo - RJ, 24722-000, Brasil",,,,,0.033375728155339804
598,0,0.067534,430668,1,0.05,313182290,0,,trunk_link,,,1,10.0,708,708_313182290,"LINESTRING (-43.042301 -22.870761, -43.042278 -22.870827, -43.042236 -22.870925, -43.042225 -22.870951, -43.042188 -22.871065, -43.042162 -22.871164, -43.042126 -22.871237, -43.042055 -22.87132)",route_942,LineString,"-22.870761,-43.042301","-22.871320,-43.042055",3,SUCCESS,1.68,4.93,0.08,4,j}qjChuueGHPPNDH~@`@|@^v@f@b@f@^p@R~@D`A?x@MbGIGQg@ScBCi@Ba@Fk@Aq@QmASy@OYg@[iBm@{@Ua@Oi@]WIg@Uw@w@eBsCg@e@a@Ye@y@k@kA]y@v@{@t@~@v@vAlBzDf@r@n@f@bAl@N?RBVEh@Mj@KLK,,0.0,0.0,"RJ - Novo Mexico, São Gonçalo - RJ, 24141, Brasil","RJ-104, 2516 - Maria Paula, São Gonçalo - RJ, 24141, Brasil",1.64,4.85,"RJ-104, 2516 - Maria Paula, São Gonçalo - RJ, 24141, Brasil","Rod. Niterói | Manilha, 23 - Maria Paula, São Gonçalo - RJ, 24141, Brasil",0.03,0.07,"Rod. Niterói | Manilha, 23 - Maria Paula, São Gonçalo - RJ, 24141, Brasil","Rod. Niterói | Manilha, 23 - Maria Paula, São Gonçalo - RJ, 24141, Brasil",0.01,0.02,"Rod. Niterói | Manilha, 23 - Maria Paula, São Gonçalo - RJ, 24141, Brasil","Rod. Niterói | Manilha, 23 - Maria Paula, São Gonçalo - RJ, 24141, Brasil",0.040198809523809526
600,0,0.052848,429554,-1,0.05,852389959,0,,trunk,,,2,3.0,696,696_852389959,"LINESTRING (-42.949036 -22.793836, -42.94951 -22.794022)",route_944,LineString,"-22.793836,-42.949036","-22.794022,-42.949510",0,SUCCESS,0.42,1.17,0.02,1,b|bjCrnceGo@wB_@}APQDJj@`BLPNJBNBh@UES@QDOHYd@BTJ^JPJJTHR?\IHK,,0.42,1.17,"Av. Pres. Franklin Roosevelt, 1445 - Bom Retiro, São Gonçalo - RJ, 24722-322, Brasil","Av. Pres. Roosevelt, 1888 - Marambaia, São Gonçalo - RJ, 24722-000, Brasil",,,,,,,,,,,,,0.12582857142857143
602,0,0.127653,383884,-1,0.0,261656566,0,Estrada Francisco da Cruz Nune,secondary,,,3,2.0,606,606_Estrada Francisco da Cruz Nune,"LINESTRING (-43.066339 -22.933089, -43.066445 -22.932971, -43.066558 -22.932872, -43.066779 -22.932714, -43.066869 -22.932648, -43.067155 -22.93243, -43.067279 -22.932338)",route_946,LineString,"-22.933089,-43.066339","-22.932338,-43.067279",3,SUCCESS,2.42,7.38,0.12,4,vb~jCrkzeGlFvFfCpCKL_@b@k@p@gHsHmAoANSh@u@V[DCf@f@~BfClExEe@h@q@x@uJcKpAeBDCf@f@~BfClExEe@h@oB~BYX}FkGgAiAOUEQBYPUBOBOE[IQKKOE[Ey@AQDIHGL?NBNVVr@l@^BVG,,0.71,2.12,"R. Brasília, 54 - Piratininga, Niterói - RJ, 24350-010, Brasil","R. Brasília, 0 - Piratininga, Niterói - RJ, 24350-010, Brasil",0.68,2.18,"R. Brasília, 0 - Piratininga, Niterói - RJ, 24350-010, Brasil","R. Dr. Godofredo García Justo, 704 - Cantagalo, Niterói - RJ, 24350-310, Brasil",0.8,2.52,"R. Dr. Godofredo García Justo, 704 - Cantagalo, Niterói - RJ, 24350-310, Brasil","R. Dr. Godofredo García Justo, 626 - Piratininga, Niterói - RJ, 24350-310, Brasil",0.24,0.57,"R. Dr. Godofredo García Justo, 626 - Piratininga, Niterói - RJ, 24350-310, Brasil","R. Dr. Godofredo García Justo, 626 - Piratininga, Niterói - RJ, 24350-310, Brasil",0.052749173553719005
1845,0,0.722223,383884,-1,0.0,261656566,0,Estrada Francisco da Cruz Nune,secondary,,,3,2.0,606,606_Estrada Francisco da Cruz Nune,"LINESTRING (-43.067246 -22.931997, -43.066976 -22.931719, -43.066085 -22.930799, -43.065993 -22.930703, -43.065905 -22.930608, -43.065668 -22.930354, -43.064586 -22.92919, -43.064554 -22.929156, -43.063802 -22.928343, -43.06366 -22.928199, -43.063414 -22.927927, -43.063141 -22.927614, -43.062686 -22.927032)",route_947,LineString,"-22.931997,-43.067246","-22.927032,-43.062686",3,SUCCESS,4.3,6.82,0.11,4,|{}jCfqzeGRHRBPELEPUDW?[KWEIOGQCo@C[AMBIFGJCJBXVVr@l@PBTARGPUBOBOAMEUGIKKk@Ky@Ae@Kg@Mk@]c@[kJ}IiGwFsCiCI@KHAJ@FFL\Rn@`@h@`@bEpDhBdBzGpGZPvDnD~@|@RH\@FCLEPUDW@OGWKUa@Ko@Ci@Ei@Mm@Uc@[_A}@uPuOeC{Ba@_@E@G@EDCJHVt@b@f@^vAhAlE`E`@^zGpGZPvDnD~@|@RHRBPELEPUDW?[KWEIOGQCo@Ci@Ei@Mm@Uc@[kMuLoHyGa@_@E@G@IH@P,,0.22,0.5,"Av. Conselheiro Paulo de Melo Kalle, 54 - Cantagalo, Niterói - RJ, 24350-310, Brasil","Estr. Francisco da Cruz Nunes, 148 - Cafubá, Niterói - RJ, 24350-310, Brasil",1.21,1.82,"Estr. Francisco da Cruz Nunes, 148 - Cafubá, Niterói - RJ, 24350-310, Brasil","R. Quatrocentos e Vinte e Quatro, 425 - Piratininga, Niterói - RJ, 24350-331, Brasil",1.36,2.15,"R. Quatrocentos e Vinte e Quatro, 425 - Piratininga, Niterói - RJ, 24350-331, Brasil","Estr. Francisco da Cruz Nunes, 4455 - Itaipu, Niterói - RJ, 24350-310, Brasil",1.51,2.35,"Estr. Francisco da Cruz Nunes, 4455 - Itaipu, Niterói - RJ, 24350-310, Brasil","Estr. Francisco da Cruz Nunes, 56a - Itaipu, Niterói - RJ, 24310-090, Brasil",0.16795883720930233
1846,0,0.108576,383884,-1,0.0,261656566,0,Estrada Francisco da Cruz Nune,secondary,,,3,2.0,606,606_Estrada Francisco da Cruz Nune,"LINESTRING (-43.066604 -22.931818, -43.06661 -22.931842, -43.066643 -22.932126, -43.066577 -22.932365, -43.066489 -22.932561, -43.066379 -22.932746)",route_948,LineString,"-22.931818,-43.066604","-22.932746,-43.066379",3,SUCCESS,6.59,12.35,0.21,4,|z}jCjmzeGQDIHGL?NBNVVr@l@^BZIPUBOBOE[IQKKOE[Ey@AQDIHGL?NBNVVr@l@^BZIrBuCbBcBfFoE~A{AhCyCt@cA~AuBtCuDNUd@s@zEkGt@}@RO@MbE}D`BiAb@S`Aq@bBmA`Ac@P?PGRWB]GYKQSMM?[JOPGZSd@MTe@`@m@^sBpA_BpA]XqBlBsAtAmAvAmCvDeDfEsBpCoDrEkCvCsChCkCxB_BjAOP]N_AVu@B[AMBIFGJCJBX~@|@RH\@FCLEPUv@iAh@u@\_@hBaB`BuA|CuC|BeC|@eA|@mAjCiDbB}BLUt@cAjFyGZY@M`D_D|@s@dAs@RG~@o@fAy@x@i@x@[RAPKNY?_@GUOOQIK?]LOTEZe@|@k@`@g@ZyCnBsAjAkCfC{@|@iArAqAlBiA|AcDbE_EjFqAbB_BhBkAlAwChCcCpB}@p@UR,,0.0,0.0,"Estr. Francisco da Cruz Nunes, 62 - Itaipu, Niterói - RJ, 24350-310, Brasil","Estr. Francisco da Cruz Nunes, 39 - Piratininga, Niterói - RJ, 24350-310, Brasil",0.23,0.55,"Estr. Francisco da Cruz Nunes, 39 - Piratininga, Niterói - RJ, 24350-310, Brasil","Estr. Francisco da Cruz Nunes, 39 - Piratininga, Niterói - RJ, 24350-310, Brasil",3.17,5.88,"Estr. Francisco da Cruz Nunes, 39 - Piratininga, Niterói - RJ, 24350-310, Brasil","Estr. Francisco da Cruz Nunes, 69 - Piratininga, Niterói - RJ, 24350-310, Brasil",3.19,5.92,"Estr. Francisco da Cruz Nunes, 69 - Piratininga, Niterói - RJ, 24350-310, Brasil","Estr. Francisco da Cruz Nunes, 77 - Itaipu, Niterói - RJ, 24350-310, Brasil",0.016475872534142642
603,0,0.168865,407284,0,0.07,252267615,0,Rua Comandante Ari Parreiras,primary,,,4,3.0,702,702_Rua Comandante Ari Parreiras,"LINESTRING (-43.084574 -22.83531, -43.084622 -22.835348, -43.084698 -22.835408, -43.0849 -22.835599, -43.085009 -22.835752, -43.085243 -22.836013, -43.085454 -22.836191, -43.085742 -22.836366)",route_950,LineString,"-22.835310,-43.084574","-22.836366,-43.085742",3,SUCCESS,4.32,8.85,0.15,4,t_kjCr}}eGMOOWEHOXd@N\DMMZu@`@}@\Zv@r@Ob@O^]r@Y[SSYUOAe@KMGIB|AnA~@r@^\^b@^v@ZzAx@xEVrAJb@Xf@b@x@~@vAbBbC`AnAh@p@ZVp@X`APvAJdCDpBAh@@L_@a@EoAEuA@aCE_AEm@Mw@Yo@]SS[c@sAqBkAeBqA{B]iA]qBQcBc@oBY_Aa@u@m@u@iAgAg@c@]Ee@OIBp@j@nA~@j@b@x@bAZ|@\bB~@jFThAj@bAn@fAvAvBhCjD\ZZRp@T^Hf@DvAHzCBpB@L_@SCYCyAAqEG}@Gi@K}Au@a@c@e@u@iDeFa@u@_@_AK_@SoASqAGs@c@oBY_A,,0.1,0.53,"R. Cmte. Ari Parreiras, 1328 - Paraíso, São Gonçalo - RJ, 24426-675, Brasil","R. Cmte. Ari Parreiras, 1328 - Paraíso, São Gonçalo - RJ, 24426-675, Brasil",0.23,1.3,"R. Cmte. Ari Parreiras, 1328 - Paraíso, São Gonçalo - RJ, 24426-675, Brasil","Rua Comandante Ari Parreiras 1268, Porto da Madame, São Gonçalo - Porto da Madama, São Gonçalo - RJ, 24426-675, Brasil",1.97,3.45,"Rua Comandante Ari Parreiras 1268, Porto da Madame, São Gonçalo - Porto da Madama, São Gonçalo - RJ, 24426-675, Brasil","R. Cmte. Ari Parreiras, 1086 - Porto Velho, São Gonçalo - RJ, 24430-192, Brasil",2.02,3.57,"R. Cmte. Ari Parreiras, 1086 - Porto Velho, São Gonçalo - RJ, 24430-192, Brasil","Tv. Álvaro Martins, 24 - Paraíso, São Gonçalo - RJ, 24426-490, Brasil",0.039089120370370364
608,0,0.074745,400913,-1,0.07,31055520,0,Rua Doutor Alfredo Backer,primary,,,2,30.0,686,686_Rua Doutor Alfredo Backer,"LINESTRING (-43.002646 -22.819666, -43.001975 -22.819404)",route_956,LineString,"-22.819666,-43.002646","-22.819404,-43.001975",0,SUCCESS,0.58,2.8,0.05,1,z}gjCt}meGp@xBXrBkAMkAO}@mCy@_Cy@kC|ASVCLFLLT`@TVFD,,0.58,2.8,"R. Dr. Alfredo Backer, 712 - sala 202 - Alcantara, São Gonçalo - RJ, 24710-392, Brasil","R. Dr. Alfredo Backer, 10 - Alcantara, São Gonçalo - RJ, 24452-005, Brasil",,,,,,,,,,,,,0.12887068965517243
610,0,0.143274,392632,-1,0.01,994073582,0,,motorway_link,,,1,2.0,640,640_994073582,"LINESTRING (-43.10823 -22.880758, -43.109086 -22.880859, -43.109499 -22.880908, -43.109615 -22.880922)",route_958,LineString,"-22.880758,-43.108230","-22.880922,-43.109615",2,SUCCESS,60.62,65.82,1.1,3,r{sjClqbfGSiEFsBtKaA^GOwAWcC]kDaBiOiDI_AA_@LEdCApBGdDQ~NHhDN~CVzEClCs@`Eu@lCiAfDmC~FoAnBcAlAyCpDm@hAoAnDm@rAkElHcBlDqAhDs@fCq@xC{@dG]tEeA|W{Ab_@i@lKq@xR{Bli@iEtdAyHpkB{GbaBsAd]GlDD~FHfBz@lHnA`GxBjGzA~C~AnC|B`D|BbCvJbJhIpHdQ~Oj]h[fLpKvAdADNLNfAt@j@XjBp@dBZhBPx@B|BE|B[fBi@zCuApHmCvHuCdB}@fCcAdFoBx@i@xAuBt@sARo@E]WQm@D{Al@mCdAaE|A{HnCsBz@]Do@E}@PoLhEoEjBqD`Bo@RaAL_A?uAOkBo@cA[s@q@gB}AmPeOm\mZqa@g_@gD}DyCqEs@uAqB_FgBoGy@wEc@kFM}E?{Cv@_UfA{VhEoeA`Ccl@fBcb@|Bek@zA}_@bAiVbC_m@h@{N`@aId@qK\cIfAiWtAa\j@wF`AoFzAgFrA_DdBeDlCmEfByCbBiCfCcEfAaBRi@f@i@|@c@tAWL@rBYpA[`As@d@_ARkBa@eCk@oCY}B]yF[kGIsCDuAtKaA^GOwAWcC{AsNc@aEiDI_AA_@LEdCC~DUlN?vERfD^fIUtCmAlFmBxFwBnEs@hAqAdByA`BmA|Am@hA}BbGkElHcBlDaBrEm@|Bg@xB{@dG]tE_@pJwAh][dIeAhVyFvvAiK|fCaHlcBsB~h@?xEFfDh@pFv@|En@lClApDfCxF~AnC|B`D|BbC|IhIv@t@tT`Sd^d\|JfJjE`EvAdADNLNNJbBbAjBp@`ARfANtDLzBOn@Ix@SpCeAzF}Bt@WpG_ClD}AfAi@lHoCnAo@p@q@nBgDRo@AOM[MCm@DoEfB_Bj@kPhG]DSAo@A{@TiDnA{LxEkB~@wC`AkAH{@E{Bg@e@ScA[s@q@gB}AwDgD{YcXkHuG{PwOeQ{OiDkDwD_F_C_EqB_FgBoGy@wEc@kFOcH@uARsGpA}[vEeiA`Cgm@xA}\`Bya@fEidAzD{aAf@aLz@mQx@qRx@sSv@}OdAyHxA_Gv@{Bx@iBdBeDfEcHrAyBlGyJRi@f@i@|@c@tAW~@G~AWr@Sj@]h@q@^qA?gBgAkFk@qGs@gNFsBtKaA^GOwAWcC]kDaBiOzFJj@@D^?nAOnA?b@Hd@x@bBlArCp@tBh@dBl@bAZlB^hDNnC?JQNe@XBHDTBrAQBq@FkG^EQk@HiBd@gGrAeAN,,29.07,29.43,"Rua Padre Leandro, Santana, Niterói - Santana, Niterói - RJ, 24130-005, Brasil","R. Manoel Cristã, 95 - Fonseca, Niterói - RJ, 24130-010, Brasil",29.11,29.48,"R. Manoel Cristã, 95 - Fonseca, Niterói - RJ, 24130-010, Brasil","Alameda São Boaventura, 460 - Fonseca, Niterói - RJ, 24120-191, Brasil",2.44,6.9,"Alameda São Boaventura, 460 - Fonseca, Niterói - RJ, 24120-191, Brasil","Alameda São Boaventura, 460 - Fonseca, Niterói - RJ, 24120-191, Brasil",,,,,0.0023634774001979547
611,0,0.23172,419277,-1,0.22,74379672,0,,trunk,,,2,6.0,623,623_74379672,"LINESTRING (-43.043621 -22.872357, -43.043711 -22.872381, -43.043964 -22.872419, -43.044218 -22.872422, -43.04587 -22.872345)",route_959,LineString,"-22.872357,-43.043621","-22.872345,-43.045870",3,SUCCESS,27.08,28.37,0.47,4,bgrjCr}ueG]gAUg@g@q@w@y@e@i@a@kAUBm@TSPCHD\RPFL~Ap@`Af@h@d@Xb@\`ANzAAtBg@jQFxAP~Ah@rBv@vBzCrIdEpLh@dAr@z@^\p@b@hBr@dIrChNzEx@^dAv@|BpCbGhIXx@D^Ap@Mp@qCzFUfAI~@@tAf@|G^fDx@hFJnAVhC`AdEVFNSQoA}A{HiA{F]oDa@mFEyANkBZiAtBaEZkABi@Eu@e@oAwDgFuDyEi@g@y@e@}B{@yR_HoDuAaAe@o@i@cA{AsBsFoDaKaCyGq@mCGe@KaC`@kQBcCEu@WiAi@mAy@y@KSq@o@_@_AGSGEYJu@VCL?\TRBFdAj@|@^v@f@b@f@^p@VhB@pA_@tMGzEB\H`AThAhAxDvDjK|C|IlAbC~@bA|A|@dVrI`Bh@pAd@z@h@lCvCpBlCvC`E`@dADjAIp@KZkBhDi@`BOdAArB|@|K|@xFVjDnAdGTNRMGy@cDaPi@_FYwDM_C@aAHq@VaArBaE`@gAFu@Cu@YaAiD}EuD{E]a@gA}@oCgA_FcBqOsFgBs@w@i@gAuAwAkD_C_HuDiKiAqDOs@OkBFuFH}CP_KU{Ak@wAeAqAk@k@[m@Uo@CEUBm@TSPEZPTPT`DxAh@d@Xb@\`ALt@@`ASnKUtG@r@VdClA~DdBbF`FhNl@bBh@dAbAjA`Ap@jHjCdPvF`C~@dAv@nAzApBhClDxEd@bAH`@@d@Er@mAnCmAdCUfAKtBXdEd@fFx@nFV`CVhCThAj@zBHDVEDKGi@c@yBwBeKg@{Dq@eJAsAFs@R{@hByDh@kAPaA?q@S_AeAeBmFiH{BcCqBcA_SaHcDkAmCkAiAeAi@_A{@wBwBiG}AmE}AiEu@uBq@mCOuACqALsGVyKAu@K_Ai@}AO[y@y@o@w@[c@Uu@KKoAb@G\JXPNdAj@|@^v@f@b@f@^p@R~@D`AM|HQpEGzEL~AThA|@zCj@bBfC`HpAxDnCdHfAxAl@f@`Ad@vDvA|NdFbFdBz@h@z@z@`CvCbDjEhAhBPl@B`@Ct@Sv@kBhDi@`BS|BBzAn@|HvArJHpBb@fCr@hCX?FWc@iC}AuH_AsF[yD[eECqATqB`@kApByDTgA@m@Iq@Sm@i@{@cF}GoBaCgA}@q@[gDkAaRuGmDuAw@i@e@g@cAeBqB{F{D{KgCwH[gBCw@FuFH}C,,6.82,7.13,"R. Paulino de Menezes, 259 - Santa Barbara, Niterói - RJ, 24325-340, Brasil","R. Paulino de Menezes, 259 - Santa Barbara, Niterói - RJ, 24325-340, Brasil",6.8,7.12,"R. Paulino de Menezes, 259 - Santa Barbara, Niterói - RJ, 24325-340, Brasil","Rodovia Rj-104 - Santa Barbara, Niterói - RJ, 24141, Brasil",6.8,7.13,"Rodovia Rj-104 - Santa Barbara, Niterói - RJ, 24141, Brasil","Rodovia Rj-104 - Santa Barbara, Niterói - RJ, 24141, Brasil",6.66,6.98,"Rodovia Rj-104 - Santa Barbara, Niterói - RJ, 24141, Brasil","RJ - Santa Barbara, Niterói - RJ, 24750-095, Brasil",0.008556868537666176
