,cod_domicilio,num_pessoa,motivo_orig,motivo_dest,modo_agregado,zona_orig,zona_dest,faixa_renda,tempo_viagem,hora_chegada,hora_saida,fator_expansao
6766,20166,2,trabalho,casa,Individual,0116,0376,> 5,120.0,2012-08-15 20:00:00,2012-08-15 18:00:00,435.9
6767,20167,1,casa,lazer,Individual,0377,0383,> 5,15.0,2012-08-15 15:15:00,2012-08-15 15:00:00,2637.38
6768,20167,1,lazer,casa,Individual,0397,0377,> 5,20.0,2012-08-15 20:20:00,2012-08-15 20:00:00,2637.38
6769,20169,1,casa,saude,Individual,0367,0380,> 5,25.0,2012-08-15 14:25:00,2012-08-15 14:00:00,227.14
6770,20169,1,saude,casa,Individual,0380,0367,> 5,30.0,2012-08-15 17:00:00,2012-08-15 16:30:00,227.14
6771,20169,2,casa,trabalho,Individual,0367,0273,> 5,80.0,2012-08-15 08:20:00,2012-08-15 07:00:00,227.14
6772,20169,2,trabalho,casa,Individual,0273,0367,> 5,90.0,2012-08-15 20:00:00,2012-08-15 18:30:00,227.14
6773,20170,1,casa,outros,Coletivo,0367,0105,> 5,60.0,2012-08-15 08:30:00,2012-08-15 07:30:00,277.99
6774,20170,1,outros,casa,Coletivo,0105,0367,> 5,90.0,2012-08-15 13:30:00,2012-08-15 12:00:00,277.99
6775,20171,1,casa,trabalho,Coletivo,0367,0078,> 5,40.0,2012-08-15 11:40:00,2012-08-15 11:00:00,417.06
6776,20171,1,trabalho,casa,Coletivo,0078,0367,> 5,10.0,2012-08-15 14:20:00,2012-08-15 14:10:00,417.06
6777,20171,2,casa,lazer,Individual,0367,0379,> 5,20.0,2012-08-15 10:20:00,2012-08-15 10:00:00,417.06
6778,20171,2,lazer,casa,Individual,0379,0367,> 5,40.0,2012-08-15 17:00:00,2012-08-15 16:20:00,417.06
6779,20172,1,casa,estudo,Individual,0367,0341,> 5,120.0,2012-08-15 10:30:00,2012-08-15 08:30:00,227.14
6780,20172,1,estudo,casa,Individual,0341,0367,> 5,120.0,2012-08-15 14:00:00,2012-08-15 12:00:00,227.14
6781,20172,2,casa,estudo,Individual,0367,0341,> 5,120.0,2012-08-15 10:30:00,2012-08-15 08:30:00,227.14
6782,20172,2,estudo,casa,Individual,0341,0367,> 5,120.0,2012-08-15 14:00:00,2012-08-15 12:00:00,227.14
6783,20173,1,casa,trabalho,Individual,0367,0999,> 5,180.0,2012-08-15 12:00:00,2012-08-15 09:00:00,814.57
6784,20173,2,casa,casa,Individual,0367,0405,> 5,120.0,2012-08-15 08:30:00,2012-08-15 06:30:00,814.57
6785,20173,2,trabalho,casa,Individual,0405,0367,> 5,120.0,2012-08-15 19:30:00,2012-08-15 17:30:00,814.57
6786,20174,1,casa,trabalho,Individual,0367,0397,> 5,40.0,2012-08-15 09:40:00,2012-08-15 09:00:00,435.6
6787,20174,1,trabalho,casa,Individual,0397,0367,> 5,40.0,2012-08-15 19:40:00,2012-08-15 19:00:00,435.6
6788,20176,1,casa,lazer,Individual,0367,0512,> 5,120.0,2012-08-15 10:00:00,2012-08-15 08:00:00,417.06
6789,20176,2,casa,trabalho,Individual,0367,0243,> 5,60.0,2012-08-15 08:00:00,2012-08-15 07:00:00,417.06
6790,20176,2,trabalho,casa,Individual,0243,0367,> 5,90.0,2012-08-15 18:30:00,2012-08-15 17:00:00,417.06
6791,20177,1,casa,trabalho,Individual,0372,0370,> 5,25.0,2012-08-15 10:55:00,2012-08-15 10:30:00,569.94
6792,20177,1,trabalho,casa,Individual,0370,0372,> 5,40.0,2012-08-15 18:40:00,2012-08-15 18:00:00,569.94
6793,20177,2,casa,trabalho,Individual,0372,0416,> 5,90.0,2012-08-15 08:30:00,2012-08-15 07:00:00,569.94
6794,20177,2,trabalho,casa,Individual,0416,0372,> 5,120.0,2012-08-15 19:00:00,2012-08-15 17:00:00,569.94
6795,20177,3,casa,estudo,Coletivo,0372,0368,> 5,25.0,2012-08-15 07:15:00,2012-08-15 06:50:00,902.76
6796,20177,3,estudo,casa,Coletivo,0368,0372,> 5,25.0,2012-08-15 12:55:00,2012-08-15 12:30:00,902.76
6797,20179,1,casa,trabalho,Individual,0372,0275,> 5,40.0,2012-08-15 09:55:00,2012-08-15 09:15:00,569.94
6798,20179,1,trabalho,casa,Individual,0275,0372,> 5,60.0,2012-08-15 18:30:00,2012-08-15 17:30:00,569.94
6799,20179,3,casa,trabalho,Coletivo,0372,0110,> 5,120.0,2012-08-15 09:00:00,2012-08-15 07:00:00,320.91
6800,20179,3,trabalho,casa,Coletivo,0211,0372,> 5,60.0,2012-08-15 18:00:00,2012-08-15 17:00:00,320.91
6801,20180,1,casa,lazer,Individual,0374,0379,> 5,30.0,2012-08-15 09:30:00,2012-08-15 09:00:00,2487.53
6802,20180,1,lazer,casa,Individual,0379,0374,> 5,30.0,2012-08-15 13:00:00,2012-08-15 12:30:00,2487.53
6803,20181,1,casa,trabalho,Individual,0374,0268,> 5,60.0,2012-08-15 07:00:00,2012-08-15 06:00:00,4648.36
6804,20181,1,trabalho,casa,Individual,0268,0374,> 5,90.0,2012-08-15 19:30:00,2012-08-15 18:00:00,4648.36
6805,20182,1,casa,outros,Individual,0374,0371,> 5,5.0,2012-08-15 17:15:00,2012-08-15 17:10:00,1183.21
6806,20182,1,lazer,casa,Individual,0374,0374,> 5,30.0,2012-08-15 18:30:00,2012-08-15 18:00:00,1183.21
6807,20182,1,outros,lazer,Individual,0371,0374,> 5,30.0,2012-08-15 17:45:00,2012-08-15 17:15:00,1183.21
6808,20183,1,casa,lazer,Coletivo,0374,0094,> 5,40.0,2012-08-15 07:40:00,2012-08-15 07:00:00,3648.82
6809,20183,1,lazer,casa,Coletivo,0094,0374,> 5,75.0,2012-08-15 13:15:00,2012-08-15 12:00:00,3648.82
6810,20183,2,casa,trabalho,Individual,0374,0380,> 5,10.0,2012-08-15 09:10:00,2012-08-15 09:00:00,3648.82
6811,20183,2,trabalho,casa,Individual,0380,0374,> 5,15.0,2012-08-15 16:15:00,2012-08-15 16:00:00,3648.82
6812,20184,1,casa,casa,Coletivo,0344,0374,> 5,120.0,2012-08-15 19:00:00,2012-08-15 17:00:00,3661.52
6813,20184,1,casa,saude,Coletivo,0374,0344,> 5,120.0,2012-08-15 14:30:00,2012-08-15 12:30:00,3661.52
6814,20187,1,casa,outros,Individual,0642,0635,> 5,15.0,2012-08-15 20:15:00,2012-08-15 20:00:00,819.14
6815,20187,1,outros,casa,Individual,0643,0642,> 5,4.0,2012-08-15 23:18:00,2012-08-15 23:14:00,819.14
6816,20187,1,outros,outros,Individual,0635,0655,> 5,10.0,2012-08-15 23:10:00,2012-08-15 23:00:00,819.14
6817,20187,1,outros,outros,Individual,0655,0643,> 5,3.0,2012-08-15 23:13:00,2012-08-15 23:10:00,819.14
6818,20188,1,casa,trabalho,Coletivo,0216,0119,< 2,120.0,2012-08-15 08:00:00,2012-08-15 06:00:00,288.27
6819,20188,1,trabalho,casa,Coletivo,0119,0214,< 2,100.0,2012-08-15 18:40:00,2012-08-15 17:00:00,288.27
6820,20189,4,casa,trabalho,A pé,0216,0216,< 2,15.0,2012-08-15 08:00:00,2012-08-15 07:45:00,193.05
6821,20189,4,trabalho,casa,A pé,0216,0216,< 2,15.0,2012-08-15 17:15:00,2012-08-15 17:00:00,193.05
6822,20190,1,casa,trabalho,Coletivo,0216,0226,< 2,90.0,2012-08-15 08:00:00,2012-08-15 06:30:00,105.11
6823,20190,1,trabalho,casa,Coletivo,0226,0216,< 2,75.0,2012-08-15 23:15:00,2012-08-15 22:00:00,105.11
6824,20191,2,casa,estudo,Coletivo,0216,0206,< 2,60.0,2012-08-15 07:00:00,2012-08-15 06:00:00,66.93
6825,20191,2,estudo,casa,Coletivo,0206,0216,< 2,70.0,2012-08-15 13:10:00,2012-08-15 12:00:00,66.93
6826,20191,3,casa,estudo,A pé,0216,0216,< 2,20.0,2012-08-15 07:00:00,2012-08-15 06:40:00,66.93
6827,20191,3,estudo,casa,A pé,0216,0216,< 2,20.0,2012-08-15 12:20:00,2012-08-15 12:00:00,66.93
6828,20192,1,casa,trabalho,Coletivo,0216,0034,< 2,60.0,2012-08-15 08:00:00,2012-08-15 07:00:00,274.36
6829,20192,1,trabalho,casa,Coletivo,0122,0216,< 2,60.0,2012-08-15 18:00:00,2012-08-15 17:00:00,274.36
6830,20192,2,casa,estudo,A pé,0216,0216,< 2,15.0,2012-08-15 13:00:00,2012-08-15 12:45:00,274.36
6831,20192,2,estudo,casa,A pé,0216,0216,< 2,15.0,2012-08-15 17:30:00,2012-08-15 17:15:00,274.36
6832,20193,1,casa,trabalho,Coletivo,0216,0230,< 2,60.0,2012-08-15 08:00:00,2012-08-15 07:00:00,274.36
6833,20193,1,trabalho,casa,Coletivo,0230,0216,< 2,50.0,2012-08-15 17:50:00,2012-08-15 17:00:00,274.36
6834,20193,2,casa,estudo,A pé,0216,0216,< 2,20.0,2012-08-15 07:20:00,2012-08-15 07:00:00,363.28
6835,20193,2,estudo,casa,A pé,0216,0216,< 2,30.0,2012-08-15 12:30:00,2012-08-15 12:00:00,363.28
6836,20193,3,casa,estudo,A pé,0216,0216,< 2,10.0,2012-08-15 07:00:00,2012-08-15 06:50:00,363.28
6837,20193,3,estudo,casa,A pé,0216,0216,< 2,20.0,2012-08-15 13:20:00,2012-08-15 13:00:00,363.28
6838,20194,1,casa,trabalho,Coletivo,0119,0633,< 2,40.0,2012-08-15 08:00:00,2012-08-15 07:20:00,301.61
6839,20194,1,casa,trabalho,Coletivo,0216,0119,< 2,20.0,2012-08-15 07:10:00,2012-08-15 06:50:00,193.05
6840,20194,1,trabalho,casa,Coletivo,0056,0119,< 2,70.0,2012-08-15 19:40:00,2012-08-15 18:30:00,301.61
6841,20194,1,trabalho,casa,Coletivo,0119,0216,< 2,60.0,2012-08-15 20:50:00,2012-08-15 19:50:00,193.05
6842,20194,2,casa,trabalho,Coletivo,0216,0220,< 2,70.0,2012-08-15 08:00:00,2012-08-15 06:50:00,274.36
6843,20194,2,trabalho,casa,Coletivo,0220,0216,< 2,80.0,2012-08-15 18:20:00,2012-08-15 17:00:00,274.36
6844,20195,1,casa,trabalho,A pé,0216,0216,< 2,10.0,2012-08-15 07:00:00,2012-08-15 06:50:00,193.05
6845,20195,1,trabalho,casa,A pé,0216,0216,< 2,30.0,2012-08-15 18:30:00,2012-08-15 18:00:00,193.05
6846,20203,1,casa,lazer,Coletivo,0216,0145,< 2,50.0,2012-08-15 19:50:00,2012-08-15 19:00:00,178.91
6847,20203,1,lazer,casa,Coletivo,0145,0216,< 2,90.0,2012-08-15 00:30:00,2012-08-15 23:00:00,178.91
6848,20204,1,casa,trabalho,A pé,0216,0216,< 2,30.0,2012-08-15 07:00:00,2012-08-15 06:30:00,288.27
6849,20204,1,trabalho,casa,A pé,0216,0216,< 2,15.0,2012-08-15 18:15:00,2012-08-15 18:00:00,288.27
6850,20204,2,casa,trabalho,A pé,0216,0216,< 2,30.0,2012-08-15 07:00:00,2012-08-15 06:30:00,204.22
6851,20204,2,trabalho,casa,A pé,0216,0216,< 2,30.0,2012-08-15 18:30:00,2012-08-15 18:00:00,204.22
6852,20205,3,casa,trabalho,A pé,0216,0216,< 2,10.0,2012-08-15 18:10:00,2012-08-15 18:00:00,193.05
6853,20205,3,trabalho,casa,A pé,0216,0216,< 2,10.0,2012-08-15 06:10:00,2012-08-15 06:00:00,193.05
6854,20205,4,casa,estudo,A pé,0216,0216,< 2,15.0,2012-08-15 07:00:00,2012-08-15 06:45:00,363.28
6855,20205,4,estudo,casa,A pé,0216,0216,< 2,15.0,2012-08-15 12:15:00,2012-08-15 12:00:00,363.28
6856,20206,1,casa,trabalho,Coletivo,0216,0216,< 2,60.0,2012-08-15 08:00:00,2012-08-15 07:00:00,165.48
6857,20206,1,trabalho,casa,Coletivo,0216,0216,< 2,50.0,2012-08-15 17:50:00,2012-08-15 17:00:00,165.48
6858,20207,4,casa,estudo,A pé,0216,0216,< 2,15.0,2012-08-15 07:00:00,2012-08-15 06:45:00,274.36
6859,20207,4,estudo,casa,A pé,0216,0216,< 2,15.0,2012-08-15 12:15:00,2012-08-15 12:00:00,274.36
6860,20208,1,casa,trabalho,A pé,0216,0216,< 2,30.0,2012-08-15 07:00:00,2012-08-15 06:30:00,193.05
6861,20208,1,trabalho,casa,A pé,0216,0216,< 2,30.0,2012-08-15 15:30:00,2012-08-15 15:00:00,193.05
6862,20208,2,casa,trabalho,Coletivo,0216,0218,< 2,75.0,2012-08-15 08:00:00,2012-08-15 06:45:00,274.36
6863,20208,2,trabalho,casa,Coletivo,0217,0216,< 2,80.0,2012-08-15 18:20:00,2012-08-15 17:00:00,274.36
6864,20208,4,casa,estudo,A pé,0216,0216,< 2,30.0,2012-08-15 07:00:00,2012-08-15 06:30:00,363.28
6865,20208,4,estudo,casa,A pé,0216,0216,< 2,30.0,2012-08-15 12:30:00,2012-08-15 12:00:00,363.28
6866,20208,5,casa,estudo,A pé,0216,0216,< 2,15.0,2012-08-15 07:00:00,2012-08-15 06:45:00,363.28
6867,20208,5,estudo,casa,A pé,0216,0216,< 2,15.0,2012-08-15 12:15:00,2012-08-15 12:00:00,363.28
6868,20208,6,casa,estudo,A pé,0216,0216,< 2,30.0,2012-08-15 07:00:00,2012-08-15 06:30:00,363.28
6869,20208,6,estudo,casa,A pé,0216,0216,< 2,50.0,2012-08-15 12:50:00,2012-08-15 12:00:00,363.28
6870,20209,1,casa,trabalho,A pé,0216,0216,< 2,15.0,2012-08-15 07:00:00,2012-08-15 06:45:00,165.48
6871,20209,1,trabalho,casa,A pé,0216,0216,< 2,15.0,2012-08-15 18:15:00,2012-08-15 18:00:00,165.48
6872,20211,1,casa,trabalho,A pé,0216,0214,< 2,20.0,2012-08-15 07:00:00,2012-08-15 06:40:00,274.36
6873,20211,1,trabalho,casa,A pé,0214,0216,< 2,30.0,2012-08-15 18:30:00,2012-08-15 18:00:00,274.36
6874,20211,2,casa,trabalho,A pé,0216,0216,< 2,20.0,2012-08-15 08:00:00,2012-08-15 07:40:00,193.05
6875,20211,2,trabalho,casa,A pé,0216,0216,< 2,20.0,2012-08-15 17:20:00,2012-08-15 17:00:00,193.05
6876,20212,2,casa,estudo,A pé,0216,0216,< 2,30.0,2012-08-15 07:30:00,2012-08-15 07:00:00,66.93
6877,20212,2,estudo,casa,A pé,0216,0216,< 2,30.0,2012-08-15 12:30:00,2012-08-15 12:00:00,66.93
6878,20213,1,casa,trabalho,Coletivo,0216,0216,< 2,45.0,2012-08-15 07:45:00,2012-08-15 07:00:00,193.05
6879,20213,1,trabalho,casa,Coletivo,0216,0216,< 2,60.0,2012-08-15 18:00:00,2012-08-15 17:00:00,193.05
6880,20213,2,casa,estudo,A pé,0216,0216,< 2,20.0,2012-08-15 07:30:00,2012-08-15 07:10:00,363.28
6881,20213,2,estudo,casa,A pé,0216,0216,< 2,30.0,2012-08-15 12:30:00,2012-08-15 12:00:00,363.28
6882,20213,3,casa,trabalho,Coletivo,0216,0216,< 2,45.0,2012-08-15 07:45:00,2012-08-15 07:00:00,274.36
6883,20213,3,trabalho,casa,Coletivo,0216,0216,< 2,40.0,2012-08-15 18:40:00,2012-08-15 18:00:00,274.36
6884,20214,3,casa,trabalho,Coletivo,0216,0109,< 2,60.0,2012-08-15 08:00:00,2012-08-15 07:00:00,105.11
6885,20214,3,trabalho,casa,Coletivo,0109,0216,< 2,80.0,2012-08-15 18:20:00,2012-08-15 17:00:00,105.11
6886,20215,2,casa,trabalho,Coletivo,0119,0900,< 2,60.0,2012-08-15 08:00:00,2012-08-15 07:00:00,204.22
6887,20215,2,casa,trabalho,Coletivo,0216,0119,< 2,60.0,2012-08-15 07:00:00,2012-08-15 06:00:00,204.22
6888,20215,2,trabalho,casa,Coletivo,0100,0119,< 2,60.0,2012-08-15 18:00:00,2012-08-15 17:00:00,204.22
6889,20215,2,trabalho,casa,Coletivo,0119,0216,< 2,70.0,2012-08-15 19:30:00,2012-08-15 18:20:00,204.22
6890,20217,1,casa,saude,Coletivo,0216,0275,< 2,155.0,2012-08-15 10:05:00,2012-08-15 07:30:00,204.22
6891,20217,1,saude,casa,Coletivo,0275,0216,< 2,120.0,2012-08-15 13:00:00,2012-08-15 11:00:00,204.22
6892,20218,2,casa,estudo,A pé,0217,0216,< 2,15.0,2012-08-15 07:00:00,2012-08-15 06:45:00,363.28
6893,20218,2,estudo,casa,A pé,0216,0216,< 2,15.0,2012-08-15 12:15:00,2012-08-15 12:00:00,363.28
6894,20219,1,casa,trabalho,A pé,0216,0216,< 2,15.0,2012-08-15 07:00:00,2012-08-15 06:45:00,274.36
6895,20219,1,trabalho,casa,A pé,0216,0216,< 2,30.0,2012-08-15 15:30:00,2012-08-15 15:00:00,274.36
6896,20219,2,casa,trabalho,A pé,0216,0216,< 2,20.0,2012-08-15 08:00:00,2012-08-15 07:40:00,193.05
6897,20219,2,trabalho,casa,A pé,0216,0216,< 2,30.0,2012-08-15 17:30:00,2012-08-15 17:00:00,193.05
6898,20219,3,casa,trabalho,A pé,0216,0216,< 2,10.0,2012-08-15 08:00:00,2012-08-15 07:50:00,274.36
6899,20219,3,trabalho,casa,A pé,0216,0216,< 2,20.0,2012-08-15 18:20:00,2012-08-15 18:00:00,274.36
6900,20220,2,casa,trabalho,Coletivo,0216,0218,< 2,60.0,2012-08-15 09:00:00,2012-08-15 08:00:00,193.05
6901,20220,2,trabalho,casa,Coletivo,0218,0216,< 2,60.0,2012-08-15 19:00:00,2012-08-15 18:00:00,193.05
6902,20220,3,casa,estudo,A pé,0216,0216,< 2,20.0,2012-08-15 07:00:00,2012-08-15 06:40:00,363.28
6903,20220,3,estudo,casa,A pé,0216,0216,< 2,20.0,2012-08-15 13:20:00,2012-08-15 13:00:00,363.28
6904,20221,1,casa,trabalho,A pé,0216,0216,< 2,10.0,2012-08-15 08:00:00,2012-08-15 07:50:00,204.22
6905,20221,1,trabalho,casa,A pé,0216,0216,< 2,15.0,2012-08-15 18:15:00,2012-08-15 18:00:00,204.22
6906,20222,1,casa,trabalho,A pé,0217,0216,< 2,15.0,2012-08-15 08:00:00,2012-08-15 07:45:00,288.27
6907,20222,1,trabalho,casa,A pé,0216,0216,< 2,15.0,2012-08-15 18:15:00,2012-08-15 18:00:00,288.27
6908,20222,2,casa,trabalho,Coletivo,0217,0055,< 2,110.0,2012-08-15 07:50:00,2012-08-15 06:00:00,288.27
6909,20222,2,trabalho,casa,Coletivo,0055,0216,< 2,90.0,2012-08-15 18:30:00,2012-08-15 17:00:00,288.27
6910,20223,1,casa,trabalho,A pé,0216,0221,< 2,20.0,2012-08-15 08:40:00,2012-08-15 08:20:00,165.48
6911,20223,1,trabalho,casa,A pé,0221,0216,< 2,20.0,2012-08-15 15:20:00,2012-08-15 15:00:00,165.48
6912,20223,2,casa,trabalho,Coletivo,0119,0113,< 2,30.0,2012-08-15 08:00:00,2012-08-15 07:30:00,602.2
6913,20223,2,casa,trabalho,Coletivo,0216,0119,< 2,60.0,2012-08-15 07:30:00,2012-08-15 06:30:00,602.2
6914,20223,2,trabalho,casa,Coletivo,0113,0119,< 2,40.0,2012-08-15 17:40:00,2012-08-15 17:00:00,602.2
6915,20223,2,trabalho,casa,Coletivo,0119,0216,< 2,70.0,2012-08-15 18:10:00,2012-08-15 17:00:00,602.2
6916,20224,2,casa,trabalho,Coletivo,0216,0217,< 2,50.0,2012-08-15 06:50:00,2012-08-15 06:00:00,105.11
6917,20224,2,casa,trabalho,Coletivo,0217,0402,< 2,60.0,2012-08-15 08:00:00,2012-08-15 07:00:00,105.11
6918,20224,2,trabalho,casa,Coletivo,0217,0216,< 2,40.0,2012-08-15 19:40:00,2012-08-15 19:00:00,105.11
6919,20224,2,trabalho,casa,Coletivo,0402,0217,< 2,60.0,2012-08-15 19:00:00,2012-08-15 18:00:00,105.11
6920,20224,3,casa,trabalho,Coletivo,0216,0152,< 2,60.0,2012-08-15 08:00:00,2012-08-15 07:00:00,105.11
6921,20224,3,trabalho,casa,Coletivo,0152,0233,< 2,50.0,2012-08-15 17:50:00,2012-08-15 17:00:00,105.11
6922,20225,2,casa,trabalho,Coletivo,0216,0214,< 2,90.0,2012-08-15 07:30:00,2012-08-15 06:00:00,178.91
6923,20225,2,trabalho,casa,Coletivo,0214,0218,< 2,90.0,2012-08-15 18:30:00,2012-08-15 17:00:00,178.91
6924,20226,2,casa,trabalho,Coletivo,0119,0007,< 2,20.0,2012-08-15 11:00:00,2012-08-15 10:40:00,274.36
6925,20226,2,casa,trabalho,Coletivo,0216,0119,< 2,145.0,2012-08-15 10:40:00,2012-08-15 08:15:00,274.36
6926,20226,2,trabalho,casa,Coletivo,0007,0113,< 2,20.0,2012-08-15 19:00:00,2012-08-15 18:40:00,274.36
6927,20226,2,trabalho,casa,Coletivo,0113,0216,< 2,90.0,2012-08-15 20:30:00,2012-08-15 19:00:00,274.36
6928,20227,1,casa,trabalho,A pé,0216,0216,< 2,20.0,2012-08-15 07:00:00,2012-08-15 06:40:00,178.91
6929,20227,1,trabalho,casa,A pé,0216,0216,< 2,20.0,2012-08-15 12:20:00,2012-08-15 12:00:00,178.91
6930,20227,2,casa,trabalho,Coletivo,0216,0119,< 2,60.0,2012-08-15 07:00:00,2012-08-15 06:00:00,178.91
6931,20227,2,trabalho,casa,Coletivo,0119,0216,< 2,60.0,2012-08-15 18:00:00,2012-08-15 17:00:00,178.91
6932,20229,1,casa,saude,Individual,0231,0132,< 2,30.0,2012-08-15 07:30:00,2012-08-15 07:00:00,61.27
6933,20229,1,saude,casa,Individual,0132,0235,< 2,40.0,2012-08-15 12:50:00,2012-08-15 12:10:00,61.27
6934,20231,1,casa,outros,Coletivo,0231,0173,< 2,45.0,2012-08-15 12:45:00,2012-08-15 12:00:00,42.67
6935,20231,1,outros,casa,Individual,0173,0231,< 2,30.0,2012-08-15 14:30:00,2012-08-15 14:00:00,42.67
6936,20232,1,casa,saude,A pé,0231,0173,< 2,10.0,2012-08-15 07:10:00,2012-08-15 07:00:00,61.27
6937,20232,1,saude,casa,A pé,0173,0231,< 2,10.0,2012-08-15 12:10:00,2012-08-15 12:00:00,61.27
6938,20233,1,casa,trabalho,Individual,0231,0092,< 2,50.0,2012-08-15 08:50:00,2012-08-15 08:00:00,42.67
6939,20233,1,trabalho,casa,Individual,0092,0231,< 2,60.0,2012-08-15 17:00:00,2012-08-15 16:00:00,42.67
6940,20234,1,casa,trabalho,Coletivo,0231,0003,< 2,60.0,2012-08-15 08:30:00,2012-08-15 07:30:00,42.67
6941,20234,1,trabalho,casa,Coletivo,0120,0231,< 2,55.0,2012-08-15 17:55:00,2012-08-15 17:00:00,42.67
6942,20235,1,casa,trabalho,Coletivo,0231,0115,< 2,60.0,2012-08-15 08:00:00,2012-08-15 07:00:00,62.8
6943,20235,1,trabalho,casa,Coletivo,0115,0231,< 2,60.0,2012-08-15 19:00:00,2012-08-15 18:00:00,62.8
6944,20236,1,casa,trabalho,Coletivo,0231,0075,< 2,70.0,2012-08-15 08:10:00,2012-08-15 07:00:00,62.8
6945,20236,1,trabalho,casa,Coletivo,0075,0235,< 2,20.0,2012-08-15 18:20:00,2012-08-15 18:00:00,62.8
6946,20237,1,casa,trabalho,Individual,0231,0002,< 2,40.0,2012-08-15 07:55:00,2012-08-15 07:15:00,42.67
6947,20237,1,trabalho,casa,Individual,0002,0231,< 2,50.0,2012-08-15 18:50:00,2012-08-15 18:00:00,42.67
6948,20238,1,casa,estudo,Individual,0370,0368,> 5,30.0,2012-08-15 13:30:00,2012-08-15 13:00:00,187.45
6949,20238,1,casa,lazer,Individual,0370,0397,> 5,30.0,2012-08-15 09:30:00,2012-08-15 09:00:00,187.45
6950,20238,1,estudo,casa,Individual,0368,0370,> 5,30.0,2012-08-15 14:00:00,2012-08-15 13:30:00,187.45
6952,20238,3,casa,estudo,Individual,0370,0368,> 5,30.0,2012-08-15 13:30:00,2012-08-15 13:00:00,187.45
6953,20239,1,casa,outros,Individual,0900,0370,> 5,20.0,2012-08-15 16:20:00,2012-08-15 16:00:00,244.76
6954,20239,1,outros,casa,Individual,0370,0900,> 5,20.0,2012-08-15 21:20:00,2012-08-15 21:00:00,244.76
6955,20240,1,casa,trabalho,Individual,0900,0113,> 5,80.0,2012-08-15 09:20:00,2012-08-15 08:00:00,329.46
6956,20240,1,trabalho,casa,Individual,0113,0900,> 5,90.0,2012-08-15 18:30:00,2012-08-15 17:00:00,329.46
6957,20241,1,casa,trabalho,Coletivo,0143,0126,> 5,30.0,2012-08-15 08:30:00,2012-08-15 08:00:00,244.76
6958,20241,1,trabalho,casa,Coletivo,0126,0143,> 5,45.0,2012-08-15 16:45:00,2012-08-15 16:00:00,244.76
6959,20242,1,casa,trabalho,Individual,0397,0900,> 5,30.0,2012-08-15 10:30:00,2012-08-15 10:00:00,329.46
6960,20242,1,trabalho,casa,Individual,0900,0397,> 5,60.0,2012-08-15 17:30:00,2012-08-15 16:30:00,329.46
6961,20242,2,casa,trabalho,Individual,0397,0900,> 5,30.0,2012-08-15 10:30:00,2012-08-15 10:00:00,329.46
6962,20242,2,trabalho,casa,Individual,0900,0900,> 5,60.0,2012-08-15 17:30:00,2012-08-15 16:30:00,329.46
6963,20242,3,casa,estudo,Individual,0397,0900,> 5,60.0,2012-08-15 08:00:00,2012-08-15 07:00:00,257.24
6964,20242,3,estudo,casa,Individual,0900,0900,> 5,60.0,2012-08-15 14:00:00,2012-08-15 13:00:00,257.24
6965,20243,1,casa,estudo,Individual,0370,0383,> 5,30.0,2012-08-15 08:00:00,2012-08-15 07:30:00,560.37
6966,20243,1,estudo,casa,Individual,0383,0370,> 5,30.0,2012-08-15 17:30:00,2012-08-15 17:00:00,560.37
6967,20243,2,casa,estudo,Individual,0370,0370,> 5,20.0,2012-08-15 08:35:00,2012-08-15 08:15:00,560.37
6968,20243,2,estudo,casa,Individual,0370,0370,> 5,20.0,2012-08-15 18:20:00,2012-08-15 18:00:00,560.37
6969,20243,3,casa,trabalho,Individual,0370,0110,> 5,90.0,2012-08-15 08:00:00,2012-08-15 06:30:00,560.37
6970,20243,3,trabalho,casa,Individual,0110,0370,> 5,120.0,2012-08-15 20:00:00,2012-08-15 18:00:00,560.37
6971,20244,1,casa,trabalho,Individual,0370,0399,> 5,90.0,2012-08-15 08:30:00,2012-08-15 07:00:00,195.81
6972,20244,1,trabalho,casa,Individual,0399,0370,> 5,90.0,2012-08-15 14:30:00,2012-08-15 13:00:00,195.81
6973,20244,2,casa,trabalho,Individual,0370,0119,> 5,120.0,2012-08-15 08:30:00,2012-08-15 06:30:00,195.81
6974,20244,2,trabalho,casa,Individual,0119,0370,> 5,180.0,2012-08-15 20:30:00,2012-08-15 17:30:00,195.81
6975,20244,3,casa,estudo,Individual,0370,0370,> 5,30.0,2012-08-15 07:30:00,2012-08-15 07:00:00,257.24
6976,20244,3,estudo,casa,Individual,0370,0370,> 5,30.0,2012-08-15 17:30:00,2012-08-15 17:00:00,257.24
6977,20245,1,casa,trabalho,Individual,0370,0900,> 5,30.0,2012-08-15 10:30:00,2012-08-15 10:00:00,187.45
6978,20245,1,trabalho,casa,Individual,0900,0370,> 5,40.0,2012-08-15 17:40:00,2012-08-15 17:00:00,187.45
6979,20246,1,casa,trabalho,Individual,0370,0119,> 5,60.0,2012-08-15 09:00:00,2012-08-15 08:00:00,403.55
6980,20246,1,trabalho,casa,Individual,0119,0370,> 5,60.0,2012-08-15 19:00:00,2012-08-15 18:00:00,403.55
6981,20246,2,casa,trabalho,Individual,0370,0397,> 5,30.0,2012-08-15 07:30:00,2012-08-15 07:00:00,403.55
6982,20246,2,trabalho,casa,Individual,0397,0370,> 5,30.0,2012-08-15 20:30:00,2012-08-15 20:00:00,403.55
